id;country;description;designation;points;price;province;taster_name;title;variety;winery;fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol
1804;Portugal;The red wine is rich, dense and packed with fruit and tannins, It comes from the heart of the Lisboa region, giving plenty of structure from the cool-climate vineyards, There are fine red-fruit flavors shot through by juicy acidity, The wine has a drier, still developing tannic aftertaste, Drink from 2017,;Castelo do Sulco Reserva;89;10;Lisboa;Michael Schachner;Parras Vinhos 2014 Castelo do Sulco Reserva Red (Lisboa);Portuguese Red;Parras Vinhos;5.8;0.61;0.11;1.8;0.066;18;28;0.99483;3.55;0.66;10.9
1805;Portugal;A blend of Baga and Touriga Nacional produces a wine that certainly has structure and the possibility of aging, It also has fresh, crisp red currant and blackberry fruits that refresh the tannins, There is a cool, tight feel to it from the proximity of the ocean that will let it age well for several years, Drink from 2017,;Tinto;89;20;Beira Atlantico;Anna Lee C. Iijima;Quinta de Foz de Arouce 2012 Tinto Red (Beira Atlantico);Portuguese Red;Quinta de Foz de Arouce;7.1;0.35;0.29;2.5;0.096;20;53;0.9962;3.42;0.65;11
1806;Portugal;A warm, southern feeling wine, it has herbs, spice and rich tannins as well as a crisper feel of acidity, Fruity, full of black currant and red berry fruits, forward and ripe, It's not for aging,;F'oz;86;21;Alentejano;Joe Czerwinski;J, Portugal Ramos 2012 F'oz Red (Alentejano);Portuguese Red;J, Portugal Ramos;7.2;0.6;0.04;2.5;0.076;18;88;0.99745;3.53;0.55;9.5
1807;Portugal;A structured wine, this reflects the granite soil of the Dão, Fruit from seven vineyards is blended to make this firm, tannin- and black-currant-driven selection, Perfumes from the Touriga Nacional lend lift to the finish,;Colheita;87;11;Dão;Paul Gregutt;Casa da Passarella 2009 Colheita Red (Dão);Portuguese Red;Casa da Passarella;8.1;0.725;0.22;2.2;0.072;11;41;0.9967;3.36;0.55;9.1
1808;Portugal;A finely balanced wine that shows structure as well as rich fruits, It has ripe red fruits, spice and toast that hang well together, the fruit held in check by the structure of the wine, This would be worth aging for two years or more,;;90;;Alentejano;Joe Czerwinski;Cortes de Cima 2004 Red (Alentejano);Portuguese Red;Cortes de Cima;10.8;0.4;0.41;2.2;0.084;7;17;0.9984;3.08;0.67;9.3
1809;Portugal;The most satisfying of recent offerings from this Lafite-managed estate, It is certainly tough and young, but with its great black berry fruits and ripe plum flavors, it also shows elegant tannins and balanced acidity, Excellent aging potential,;Reserva;90;55;Alentejano;Joe Czerwinski;Quinta do Carmo 2004 Reserva Red (Alentejano);Portuguese Red;Quinta do Carmo;8.2;0.59; -   ;2.5;0.093;19;58;10.002;3.5;0.65;9.3
1810;Portugal;A ripe, dense, very serious wine, with a powerful element from the wood aging, dark red fruits and dense tannins, There are black figs, dry blueberry juice flavors and a shot of acidity, It's going to develop, certainly over the next 5 years,;Foral de Evora;90;;Alentejano;Susan Kostrzewa;Cartuxa 2005 Foral de Evora Red (Alentejano);Portuguese Red;Cartuxa;10.1;0.45;0.23;1.9;0.082;10;18;0.99774;3.22;0.65;9.3
1811;Portugal;With soft tannins and sweet red-berry fruits, this is a wine that is made for early drinking, It does have a firm core serving to give shape to this otherwise smooth, juicy, fruity wine,;Monte da Peceguina;87;30;Alentejano;Paul Gregutt;Herdade da Malhadinha Nova 2010 Monte da Peceguina Red (Alentejano);Portuguese Red;Herdade da Malhadinha Nova;7.5;0.49;0.19;1.9;0.076;10;44;0.9957;3.39;0.54;9.7
1812;Portugal;This attractive, soft and fresh wine is fruity, with red berry flavors, balanced acidity and warm tannins, With its light touch of spice, it is ready to drink,;Periquita;87;10;Setubal;Roger Voss;José Maria da Fonseca 2009 Periquita Red (Setubal);Portuguese Red;José Maria da Fonseca;7.8;0.53;0.33;2.4;0.08;24;144;0.99655;3.3;0.6;9.5
1813;Portugal;Sweet and fruity, this is a balanced, ripe wine, It brings blackberry fruit right up front, the tannins soft and warm, With its attractive edge of acidity there is just the right amount of freshness as a contrast,;Mural Reserva;87;11;Douro;Michael Schachner;Quinta do Portal 2008 Mural Reserva Red (Douro);Portuguese Red;Quinta do Portal;7.4;0.53;0.26;2;0.101;16;72;0.9957;3.15;0.57;9.4
1814;Portugal;Named after the crows that fly on the Campolargo estate, this is a warm, ripely fruity wine with sweet flavors and soft tannins, It is ready to drink, a delicious winter warmer,;Os Corvos da Vinha da Costa;87;13;Bairrada;Joe Czerwinski;Campolargo 2008 Os Corvos da Vinha da Costa Red (Bairrada);Portuguese Red;Campolargo;6.8;0.61;0.04;1.5;0.057;5;10;0.99525;3.42;0.6;9.5
1815;Portugal;This is an elegant, restrained blend of Tinta Roriz, Castelão, Syrah and Alicante Bouschet, giving ripe fruit to go with the firm, dry tannins and a touch of wood, It could age another 2–3 years,;;88;16;Ribatejano;Joe Czerwinski;Quinta da Alorna 2004 Red (Ribatejano);Portuguese Red;Quinta da Alorna;7.8;0.53;0.04;1.7;0.076;17;31;0.9964;3.33;0.56;10
1816;Portugal;Still young and showing fresh fruitiness, this wine needs time to calm down and broaden out, Made of four classic varieties in the Esporão vineyard, it's dense, stalky and still full of tannins, Give this wine until 2016,;Quatro Castas;90;17;Alentejano;Joe Czerwinski;Herdade do Esporão 2013 Quatro Castas Red (Alentejano);Portuguese Red;Herdade do Esporão;8.9;0.22;0.48;1.8;0.077;29;60;0.9968;3.39;0.53;9.4
1817;Portugal;The name of this wine refers to the blend of Portuguese grapes with French, Together they give a ripe, now mature and juicy wine, With sweet tannins and black cherry acidity, the wine is smooth, rich with a structure that's well integrated into the fruit, Drink now,;Quinta do Alqueve 2 Worlds Reserva;90;19;Tejo;Roger Voss;Pinhal da Torre 2008 Quinta do Alqueve 2 Worlds Reserva Red (Tejo);Portuguese Red;Pinhal da Torre;6.9;0.605;0.12;10.7;0.073;40;83;0.9993;3.45;0.52;9.4
1818;Portugal;"Oddly packed in what could be a gin bottle, the wine inside is anything but peculiar, It's a serious wine with firm tannins and a dense structure, Black plum and berry fruits are powered by minerality and a solid structure, This is a wine to age for a few more years; drink from 2017,";;90;33;Douro;Roger Voss;Quinta do Pessegueiro 2011 Red (Douro);Portuguese Red;Quinta do Pessegueiro;6.6;0.52;0.04;2.2;0.069;8;15;0.9956;3.4;0.63;9.4
1819;Portugal;This wine veers between richness and austerity, Ripe berry fruits contrast with a tough core and dry tannins, It comes from the mountain region in northeast of Portugal, which explains the structured aftertaste,;Padrão dos Povos;88;17;Trás-os-Montes;Roger Voss;Quinta de Arcossó 2010 Padrão dos Povos Red (Trás-os-Montes);Portuguese Red;Quinta de Arcossó;8;0.725;0.24;2.8;0.083;10;62;0.99685;3.35;0.56;10
1820;Portugal;An elegant, finely rounded wine, with firm tannins as well as fresh acidity, There is a solid, dark structured edge, the damson fruit flavors richly integrated into the texture,;;90;;Douro;Roger Voss;Quinta de la Rosa 2008 Red (Douro);Portuguese Red;Quinta de la Rosa;6.6;0.5;0.04;2.1;0.068;6;14;0.9955;3.39;0.64;9.4
1821;Portugal;From vines in the Douro Superior, a soft, rich wine, polished with black cherry and wood, It is finely concentrated, flavored with spice, tarragon and a final solid, chunky structure,;Curva Reserva;90;35;Douro;Roger Voss;Sogevinus 2007 Curva Reserva Red (Douro);Portuguese Red;Sogevinus;7.3;0.39;0.31;2.4;0.074;9;46;0.9962;3.41;0.54;9.4
1822;Portugal;Fruit dominates this bright, ripe wine, Cherries, red berries and a sprig of rosemary give freshness and fruitiness, The structure comes through with firm tannins that lie behind all this deliciousness,;Alento Tinto;87;15;Alentejano;Roger Voss;Monte Branco 2011 Alento Tinto Red (Alentejano);Portuguese Red;Monte Branco;9;0.82;0.14;2.6;0.089;9;23;0.9984;3.39;0.63;9.8
1823;Portugal;A powerful blend of Touriga Nacional, Syrah and Aragonez, rich and mellow, sweet fruits tempered by tight tannins and spice, The wine has a fine, juicy aftertaste to enhance the freshness,;Castelo do Sulco Reserva;88;11;Lisboa;Jim Gordon;Parras Vinhos 2008 Castelo do Sulco Reserva Red (Lisboa);Portuguese Red;Parras Vinhos;8.6;0.645;0.25;2;0.083;8;28;0.99815;3.28;0.6;10
1824;Portugal;On the nose, this is rough and rustic, If the palate is less obviously barnyard, it still carries something of that character, with blackberry and wood flavors along with spicy accents, The wine is still young, so the rough edges could smooth out, Drink from 2015,;Andreza Reserva;85;18;Douro;Sean P. Sullivan;Wines & Winemakers 2011 Andreza Reserva Red (Douro);Portuguese Red;Wines & Winemakers;7.2;0.415;0.36;2;0.081;13;45;0.9972;3.48;0.64;9.2
1825;Portugal;Rather lean, with high acidity, the wine has red currant fruits, a taut texture and a light spice character,;Tinto da Talha;83;7;Alentejo;Jim Gordon;Roquevale 2007 Tinto da Talha Red (Alentejo);Portuguese Red;Roquevale;4.6;0.52;0.15;2.1;0.054;8;65;0.9934;3.9;0.56;13.1
1826;Portugal;A blend of Touriga Nacional, Syrah and Aragonez, this is open, generous and easy, It has attractive red fruits that are balanced by acidity and a soft tannic backbone, Ready to drink, Screwcap,;Ciconia;85;8;Alentejano;Jim Gordon;Herdade de São Miguel 2011 Ciconia Red (Alentejano);Portuguese Red;Herdade de São Miguel;7.4;0.39;0.48;2;0.082;14;67;0.9972;3.34;0.55;9.2
1827;Portugal;The low-yield old vines of the quinta have produced a dense wine with firm tannins, Young and with good potential, the wine is a blend of four Douro grapes, dominated by Touriga Nacional and Tinta Roriz, Unoaked, it is rich and firm, all ripe blackberry fruits with a cut of acidity, Drink from 2018,;Quinta da Soalheira Vinhas Velhas;90;12;Douro;Kerin O’Keefe;Borges 2015 Quinta da Soalheira Vinhas Velhas Red (Douro);Portuguese Red;Borges;7.8;0.56;0.12;2;0.082;7;28;0.997;3.37;0.5;9.4
1828;Portugal;"Deep, dusty wine, tannins dominating the fruit, giving a tough feel, There are some black currant flavors, but only just a hint, This definitely needs time to soften and broaden; give it 4–5 years,";Post Scriptum;88;27;Douro;Anna Lee C. Iijima;Prats & Symington LDA 2006 Post Scriptum Red (Douro);Portuguese Red;Prats & Symington LDA;10.8;0.32;0.44;1.6;0.063;16;37;0.9985;3.22;0.78;10
1829;Portugal;The wine is closed and dense, with dark tannins as well as smooth caramel flavors from wood aging, It reveals concentration, black fruits and rich, exuberant potential, Drink from 2016,;Parus;90;35;Península de Setúbal;Michael Schachner;Herdade da Comporta 2011 Parus Red (Península de Setúbal);Portuguese Red;Herdade da Comporta;7.8;0.34;0.37;2;0.082;24;58;0.9964;3.34;0.59;9.4
1830;Portugal;There are powerful tannins at work here, The wine has structure, a solid and firm texture and strong black currant flavors, It's still young, showing a dry, mineral edge that will need to warm up before it's ready, Drink from 2017,;Três Bagos;90;15;Douro;Roger Voss;Lavradores de Feitoria 2011 Três Bagos Red (Douro);Portuguese Red;Lavradores de Feitoria;6.9;0.54;0.04;3;0.077;7;27;0.9987;3.69;0.91;9.4
1831;Portugal;Swathes of fruit come across this ripe wine, To balance, it has a gritty structure that is firm in its tannins, It's a ripe, lightly perfumed wine that will age, Drink from 2017,;Ribeiro Santo;89;;Dão;Matt Kettmann;Magnum Vinhos 2011 Ribeiro Santo Red (Dão);Portuguese Red;Magnum Vinhos;11.5;0.45;0.5;3;0.078;19;47;10.003;3.26;1.11;11
1832;Portugal;This smooth, rich and ripe wine conveys a strong feeling of power, Weight and concentration from black plum fruit and dark tannins are freshened by acidity, Solidly textured, this big, beefy number will be ready to drink by the end of 2015,;Dalva Grande Reserva;89;21;Douro;Michael Schachner;C, da Silva 2011 Dalva Grande Reserva Red (Douro);Portuguese Red;C, da Silva;11.5;0.59;0.59;2.6;0.087;13;49;0.9988;3.18;0.65;11
1833;Portugal;From a group of estates that has properties in the Douro, Lisboa and Beira, this wine is finely structured and richly textured, It has layers of tannins supporting its dense berry fruit, With its juicy acidity and black currant flavor, it's likely to age further, Drink from 2018,;Portas da Herdade Reserva;91;20;Alentejo;Sean P. Sullivan;Companhia das Quintas 2014 Portas da Herdade Reserva Red (Alentejo);Portuguese Red;Companhia das Quintas;7.7;0.26;0.3;1.7;0.059;20;38;0.9949;3.29;0.47;10.8
1834;Portugal;With 18 months in French and American oak, this wine is structured with concentrated tannins under its bright, juicy blackberry fruit, Still young and brightly acidic, it's drinkable now but will be better from 2019,;Reserva;90;22;Douro;Michael Schachner;CARM 2013 Reserva Red (Douro);Portuguese Red;CARM;6.9;0.54;0.04;3;0.077;7;27;0.9987;3.69;0.91;9.4
1835;Portugal;Aged for four months in wood, this is a spicy wine that has ripe red berry fruits and dark color from the Alicante Bouschet in the blend, Rich and full, it is a warm wine, ready for winter drinking,;Rebelde;87;15;Alentejano;Virginie Boone;Casa Santos Lima 2014 Rebelde Red (Alentejano);Portuguese Red;Casa Santos Lima;6.9;0.52;0.25;2.6;0.081;10;37;0.99685;3.46;0.5;11
1836;Portugal;A warm, sunny blend of local grapes, this is ripe while still having a fresh, fruity character, The acidity at the end reinforces this contrast between richness and crispness, Drink now,;EA Tinto;86;10;Alentejano;Michael Schachner;Cartuxa 2015 EA Tinto Red (Alentejano);Portuguese Red;Cartuxa;7.2;0.6;0.04;2.5;0.076;18;88;0.99745;3.53;0.55;9.5
1837;Portugal;An easy, fruity wine, this is full of blackberry and red currant flavors, Its fruitiness is tempered with a firm tannic core that gives a light structure,;Loios Tinto;87;10;Alentejano;Jim Gordon;J, Portugal Ramos 2011 Loios Tinto Red (Alentejano);Portuguese Red;J, Portugal Ramos;6.9;0.52;0.25;2.6;0.081;10;37;0.99685;3.46;0.5;11
1838;Portugal;This eight-year old wine, based on Touriga Nacional, is ripe, now mature with the tannins fully integrated into the rich black fruit, It is firm with a structure that gives concentration and perfumed acidity, The wine is still dark and dense although ready to drink,;Dona Georgina;91;60;Dão;Sean P. Sullivan;Quinta de Lemos 2008 Dona Georgina Red (Dão);Portuguese Red;Quinta de Lemos;12.2;0.48;0.54;2.6;0.085;19;64;1;3.1;0.61;10.5
1839;Portugal;With 50% new oak aging, this is a rich and spicy wine that also has layers of dense toastiness, Black currants and blackberries come together with the structure and fine acidity to give a rich, concentrated wine that should still age further, Drink from 2018,;Tinto;91;20;Douro;Michael Schachner;Maçanita Vinhos 2013 Tinto Red (Douro);Portuguese Red;Maçanita Vinhos;11.4;0.6;0.49;2.7;0.085;10;41;0.9994;3.15;0.63;10.5
1840;Portugal;With six months of oak aging, this wine has both richness and spicy concentration, It is densely structured and solid with tannins, The black fruits are spreading through the wine, giving another element of richness, Dark and dense, the wine needs to age further, Drink from 2018,;Companhia das Lezírias Herdade de Catapereiro Escolha;91;18;Tejo;Anna Lee C. Iijima;Wines & Winemakers 2014 Companhia das Lezírias Herdade de Catapereiro Escolha Red (Tejo);Portuguese Red;Wines & Winemakers;8.7;0.31;0.46;1.4;0.059;11;25;0.9966;3.36;0.76;10.1
1841;Portugal;Soft and ripe, with the warmth of a full, fruity Alentejano wine, this is generous and ready to drink, Red fruits are lifted by acidity, while flavors of wood aging and spice add an extra dimension, Drink now and until 2019,;Monte da Cal Colheita Seleccionada;87;8;Alentejano;Jim Gordon;Dão Sul 2013 Monte da Cal Colheita Seleccionada Red (Alentejano);Portuguese Red;Dão Sul;8.9;0.635;0.37;1.7;0.263;5;62;0.9971;3;1.09;9.3
1842;Portugal;Aged for six months in wood, this juicy wine with its red-berry fruits is stylish and full bodied, It has tannins that act as a support to the bold fruits and firm structure, That suggests the wine, although ready to drink now, will also age, Drink now or keep until 2018,;Capitão Rayeo Reserva;88;14;Alentejano;Roger Voss;Wines & Winemakers 2015 Capitão Rayeo Reserva Red (Alentejano);Portuguese Red;Wines & Winemakers;9.6;0.56;0.31;2.8;0.089;15;46;0.9979;3.11;0.92;10
1843;Portugal;The wine has blackberry fruits that give attractive acidity and add to the light structure, It is fruity, juicy and ready to drink,;Capitão Rayeo;88;10;Alentejano;Jim Gordon;Wines & Winemakers 2016 Capitão Rayeo Red (Alentejano);Portuguese Red;Wines & Winemakers;13.7;0.415;0.68;2.9;0.085;17;43;10.014;3.06;0.8;10
1844;Portugal;This is a rich oak-aged wine, Its black-fruit flavors are surrounded by firm still-young tannins, It has weight, richness from ripe black plum and berry fruits, It could do with some further aging and will be better from 2019,;Grande Reserva;88;20;Douro;Jim Gordon;Adega Vila Real 2014 Grande Reserva Red (Douro);Portuguese Red;Adega Vila Real;13.7;0.415;0.68;2.9;0.085;17;43;10.014;3.06;0.8;10
1845;Portugal;This is the entry-level red from this estate in the heart of the Dão region, Its red-berry fruits are bright, bursting from the glass, bringing a firmer tannic core and a mineral texture, The wine is a typical blend of the region with Touriga Nacional, Alfrocheiro and Jaen, The oak aging has given the wine a smooth ripe aftertaste, Drink from 2018,;Fonte do Ouro;88;15;Dão;Jim Gordon;Boas Quintas 2016 Fonte do Ouro Red (Dão);Portuguese Red;Boas Quintas;6.8;0.56;0.03;1.7;0.084;18;35;0.9968;3.44;0.63;10
1846;Portugal;The wine has a rustic character that contrasts with the ripe tannins and red berry fruits, At three years, the wine is ready to drink with structure and fruitiness shadowed by the earthy aftertaste,;Portal da Aguia;85;14;Tejo;Sean P. Sullivan;Quinta da Alorna 2013 Portal da Aguia Red (Tejo);Portuguese Red;Quinta da Alorna;7;0.42;0.35;1.6;0.088;16;39;0.9961;3.34;0.55;9.2
1847;Portugal;This wine is ripe, full of black fruits and with hints of licorice and dark chocolate, The spice from the wood aging still shows strongly although that will integrate over the next few months, Drink this ripe wine from 2017,;Bons Ventos;85;10;Lisboa;Virginie Boone;Casa Santos Lima 2015 Bons Ventos Red (Lisboa);Portuguese Red;Casa Santos Lima;9.4;0.34;0.37;2.2;0.075;5;13;0.998;3.22;0.62;9.2
1848;Portugal;The land of wolves, Terra de Lobos, is a dense, balanced wine that brings together acidity and fresh red berry fruits, The tannins are not aggressive, but are just enough to give the wine shape, Drink now,;Terra de Lobos;85;10;Tejo;Kerin O’Keefe;Quinta do Casal Branco 2015 Terra de Lobos Red (Tejo);Portuguese Red;Quinta do Casal Branco;6.6;0.695; -   ;2.1;0.075;12;56;0.9968;3.49;0.67;9.2
1849;Portugal;This is a ripe, spicy wine that has dense tannins and dark fruits, Now mature, it is full bodied, packed with black fruit flavors and a concentrated structure, The Alicante Bouschet in the blend gives the wine its dark color and also its intense fruits, Drink now,;Visconde de Borba Reserva;88;17;Alentejo;Michael Schachner;Marcolino Sebo 2011 Visconde de Borba Reserva Red (Alentejo);Portuguese Red;Marcolino Sebo;10.2;0.645;0.36;1.8;0.053;5;14;0.9982;3.17;0.42;10
1850;Portugal;Ripe and jammy, with black-fruit, herb and licorice flavors, this wood-aged wine is superrich, It's heavy and full bodied, with dark tannins and a juicy fruit element,;Monte Cascas Reserva;88;24;Alentejano;Michael Schachner;Casca Wines 2009 Monte Cascas Reserva Red (Alentejano);Portuguese Red;Casca Wines;9.8;0.25;0.49;2.7;0.088;15;33;0.9982;3.42;0.9;10
1851;Portugal;Initially tannic, this concentrated wine shows itself to be young, with its structure still waiting to open, A dry texture lies over the big berry flavors that will develop over the next year,;Monsaraz;88;10;Alentejo;Virginie Boone;Cooperativa Reguengos de Monsaraz 2010 Monsaraz Red (Alentejo);Portuguese Red;Cooperativa Reguengos de Monsaraz;10;0.48;0.24;2.7;0.102;13;32;1;3.28;0.56;10
1852;Portugal;The vineyards of this producer in the heart of Dão, close to Viseu, the capital of the region, This generous wine with its powerful structure and rich texture from the fermentation in stone lagars, is shot through with ripe black plum and damson fruits as well as acidity, It should age further, so drink from 2019,;Reserva;95;45;Dão;Roger Voss;Vinha Paz 2014 Reserva Red (Dão);Portuguese Red;Vinha Paz;7.9;0.54;0.34;2.5;0.076;8;17;0.99235;3.2;0.72;13.1
1853;Portugal;The top wine from Romaneira shows the power and the richness that can come from this property, Aging for 14 months in wood has just enhanced the opulent black fruits, ripe tannins and acidity, It is an impressive wine, made for aging and not likely to be ready until 2020,;Reserva;95;60;Douro;Roger Voss;Quinta da Romaneira 2014 Reserva Red (Douro);Portuguese Red;Quinta da Romaneira;11.3;0.62;0.67;5.2;0.086;6;19;0.9988;3.22;0.69;13.4
1854;Portugal;Pôpa was the family's nickname for grandpa, The winery, run by grandson Stéphane Ferreira, is the grandkids' tribute, This richly perfumed wine, by consultant Luis Pato, comes from a field blend of 21 grape varieties, Old vines with an average age of 82-years-old in a single parcel have given the wine huge concentration and rich swathes of tannins and black plum and damson fruit, The wine has power while also retaining plenty of elegance, It is an impressive wine, just approaching its peak and ready from 2018,;Pôpa VV Vinhas Velhas;95;45;Douro;Roger Voss;Quinta do Pôpa 2013 Pôpa VV Vinhas Velhas Red (Douro);Portuguese Red;Quinta do Pôpa;5;0.42;0.24;2;0.06;19;50;0.9917;3.72;0.74;14
1855;Portugal;This jammy, fruity offering tastes as though it were made from overripe fruit, Its light structure offers acidity and a Port-like character, Not for aging,;QV Tinto;84;13;Douro;Kerin O’Keefe;Quinta de Ventozelo 2010 QV Tinto Red (Douro);Portuguese Red;Quinta de Ventozelo;7;0.6;0.3;4.5;0.068;20;110;0.99914;3.3;1.17;10.2
1856;Portugal;This is a serious, wood-aged wine whose ripe fruits are dominated at the moment by heavy toast flavors, The fruit does offer weight and good potential, making it a structured, dark wine that is beginning to suggest a juicy future, Drink from 2017,;Alma Grande Reserva;89;18;Douro;Roger Voss;Caves Velhas 2011 Alma Grande Reserva Red (Douro);Portuguese Red;Caves Velhas;11.5;0.59;0.59;2.6;0.087;13;49;0.9988;3.18;0.65;11
1857;Portugal;This is a herbal, earthy wine with as many tannins as fruit at this stage, That gives it a dense, dusty texture that seeps into the ripe, sweet plum flavors, With the wood giving an extra push of richness as well as spice, it needs to age, Drink from 2017,;D, Fuas Reserva;89;7;Terras do Dão;Roger Voss;Caves Velhas 2013 D, Fuas Reserva Red (Terras do Dão);Portuguese Red;Caves Velhas;10.4;0.24;0.49;1.8;0.075;6;20;0.9977;3.18;1.06;11
1858;Portugal;Red fruits and spice along with mineral acidity give this wine interest as well as freshness, Juiciness dominates, with subdued tannins behind the wall of fruit, Age maybe for 1–2 years,;;87;10;Douro;Paul Gregutt;Castello d'Alba 2009 Red (Douro);Portuguese Red;Castello d'Alba;7.1;0.68;0.07;1.9;0.075;16;51;0.99685;3.38;0.52;9.5
1859;Portugal;With Cabernet Sauvignon in the blend, this is a strongly structured wine, It is dark and tannic, acidity laced with dark plum flavors, This firm wine is still young and should be aged for at least a year, so drink from 2017,;Portuga;87;10;Lisboa;Paul Gregutt;Casa Santos Lima 2014 Portuga Red (Lisboa);Portuguese Red;Casa Santos Lima;8.2;0.6;0.17;2.3;0.072;11;73;0.9963;3.2;0.45;9.3
1860;Portugal;Old vines in a field blend are the basis of this dense and concentrated wine, It is powered both by its tannins and by dark black fruits, This is solid, dark and powerful but still young needing plenty of time for the rich fruits to broaden out and mature, Drink starting from 2019,;Churchill's Estates Grande Reserva;92;54;Douro;Roger Voss;Churchill's 2013 Churchill's Estates Grande Reserva Red (Douro);Portuguese Red;Churchill's;6.9;0.63;0.01;2.4;0.076;14;39;0.99522;3.34;0.53;10.8
1861;Portugal;This ripe, smooth wine is juicy with attractive red fruits, A barnyard character at the back spoils the natural fruitiness, Tannins and blackberry flavors provide a happier finish,;Casaleiro Reserva;85;10;Tejo;Kerin O’Keefe;Caves Velhas 2014 Casaleiro Reserva Red (Tejo);Portuguese Red;Caves Velhas;11.6;0.42;0.53;3.3;0.105;33;98;1.001;3.2;0.95;9.2
1862;Portugal;This wine is rich and spicy, with red fruits and soft tannins, Made to drink young, it is full of fruitiness with a layer of acidity, Drink now,;Encostas do Douro;85;9;Douro;Paul Gregutt;Caves Velhas 2015 Encostas do Douro Red (Douro);Portuguese Red;Caves Velhas;8.4;0.65;0.6;2.1;0.112;12;90;0.9973;3.2;0.52;9.2
1863;Portugal;This is an easygoing, ripe and spicy wine, Red-berry fruits and ripe tannins combine to give a rounded wine that is ready to drink,;Maria Mora;85;9;Alentejano;Roger Voss;Magnum Vinhos 2015 Maria Mora Red (Alentejano);Portuguese Red;Magnum Vinhos;7.4;0.55;0.22;2.2;0.106;12;72;0.9959;3.05;0.63;9.2
1864;Portugal;This is a serious blend of Alfrocheiro, Syrah and Touriga Nacional from the Lagoalva estate, Spice and wood go with dark tannins and firm red fruits, It is still a young wine with fine potential, Drink from 2019,;Lagoalva Reserva;90;18;Tejo;Roger Voss;Quinta da Lagoalva de Cima 2015 Lagoalva Reserva Red (Tejo);Portuguese Red;Quinta da Lagoalva de Cima;7.9;0.53;0.24;2;0.072;15;105;0.996;3.27;0.54;9.4
1865;Portugal;Spicy wine from the wood and from the ripe berry fruits, The acidity is light, a sideshow to the juicy fruit, flavors of nutmeg and red cherries and a fine kick of dry tannin,;Monte Altentejano Tinto;86;8;Alentejano;Kerin O’Keefe;DFJ Vinhos 2008 Monte Altentejano Tinto Red (Alentejano);Portuguese Red;DFJ Vinhos;9.2;0.58;0.2;3;0.081;15;115;0.998;3.23;0.59;9.5
1866;Portugal;Spicy toast and wood aromas are the prelude to a wine that is extra soft, velvet almost, only hinting at tannins, The acidity is what gives structure to this wine, the berry and fig flavors rounding it out,;Sexy Tinto;85;13;Alentejano;Kerin O’Keefe;Fitapreta Vinhos 2007 Sexy Tinto Red (Alentejano);Portuguese Red;Fitapreta Vinhos;7.7;0.51;0.28;2.1;0.087;23;54;0.998;3.42;0.74;9.2
1867;Portugal;Warm, soft and fruity, this has notes of spices, soft tannins and a light touch of acidity, Reflecting the warm vineyards of the Alentejo, it is ready to drink now,;Tinto;85;11;Alentejano;Paul Gregutt;Conde Villar 2010 Tinto Red (Alentejano);Portuguese Red;Conde Villar;7.8;0.55;0.35;2.2;0.074;21;66;0.9974;3.25;0.56;9.2
1868;Portugal;An attractive, red-fruited wine, lightweight with acidity and smoothed with wood, It is fresh, with coffee and black cherry flavors, now ready to drink,;Quinta do Pégo;87;17;Douro;Kerin O’Keefe;Rozes 2008 Quinta do Pégo Red (Douro);Portuguese Red;Rozes;11.1;0.35;0.48;3.1;0.09;5;21;0.9986;3.17;0.53;10.5
1869;Portugal;While the wine is rich, it does show a more austere side, with tight acidity balancing superripe fruit tones, Big berry flavors are contrasted by ripe tannins and a chalky, firm texture, This wine might need to age, so drink after 2015,;Alento;88;14;Alentejano;Paul Gregutt;Monte Branco 2012 Alento Red (Alentejano);Portuguese Red;Monte Branco;9.4;0.43;0.24;2.8;0.092;14;45;0.998;3.19;0.73;10
1870;Portugal;This wine shows the characteristic granitic texture of the region, Berry fruits smother the firm tannins to give a rich, juicy wine that's bold, ripe, and ready to drink,;Aliança;88;8;Dão;Kerin O’Keefe;Caves Aliança 2011 Aliança Red (Dão);Portuguese Red;Caves Aliança;9.5;0.46;0.24;2.7;0.092;14;44;0.998;3.12;0.74;10
1871;Portugal;Showing the warmth of an Alentejo wine, this is ripe and full in the mouth, offering red berry fruits cut with juicy acidity, It's a rich wine tinged with spice, finishing with a fresh aftertaste,;Ramos Reserva;88;10;Alentejano;Carrie Dykes;J, Portugal Ramos 2013 Ramos Reserva Red (Alentejano);Portuguese Red;J, Portugal Ramos;10.6;0.34;0.49;3.2;0.078;20;78;0.9992;3.19;0.7;10
1872;Portugal;A soft wine with red-currant fruits and gentle tannins, It is very ready to drink with a smooth texture, just a hint of dryness and plenty of final acidity,;Vale das Donas;85;9;Tejo;Fiona Adams;Quinta do Cavalinho 2013 Vale das Donas Red (Tejo);Portuguese Red;Quinta do Cavalinho;10.6;0.28;0.39;15.5;0.069;6;23;10.026;3.12;0.66;9.2
1873;Portugal;This is a soft, ripe wine, full of fresh fruit, It is a warm blend of Aragonez and Cabernet Sauvignon, balancing tannins and black currant flavors, It is ready to drink,;Monte do Enforcado Tinto;85;7;Alentejano;Roger Voss;Caves da Montanha 2013 Monte do Enforcado Tinto Red (Alentejano);Portuguese Red;Caves da Montanha;9;0.44;0.49;2.4;0.078;26;121;0.9978;3.23;0.58;9.2
